OG0000060	YDL177C, YJR003C	tr|A0A099NTG2|A0A099NTG2_PICKU, tr|A0A099NWA6|A0A099NWA6_PICKU, tr|A0A099NYT4|A0A099NYT4_PICKU
OG0000061	YDL244W, YFL058W, YJR156C, YNL332W	tr|A0A099NWQ4|A0A099NWQ4_PICKU
OG0000062	YDR069C, YER144C	tr|A0A099NSR7|A0A099NSR7_PICKU, tr|A0A099NV81|A0A099NV81_PICKU, tr|A0A099P1Q3|A0A099P1Q3_PICKU
OG0000063	YDR143C	tr|A0A099P0J9|A0A099P0J9_PICKU, tr|A0A099P2M2|A0A099P2M2_PICKU, tr|A0A099P4L3|A0A099P4L3_PICKU, tr|A0A099P7C8|A0A099P7C8_PICKU
OG0000064	YDR300C, YHR033W	tr|A0A099NZF3|A0A099NZF3_PICKU, tr|A0A099P144|A0A099P144_PICKU, tr|A0A099P1S0|A0A099P1S0_PICKU
OG0000065	YDR321W, YLR155C, YLR157C, YLR158C, YLR160C	
OG0000066	YDR385W, YNL263C, YOR133W	tr|A0A099NU00|A0A099NU00_PICKU, tr|A0A099NXD5|A0A099NXD5_PICKU
OG0000067	YDR541C, YGL039W, YGL157W, YLL056C, YOL151W	
OG0000068	YER019W, YNL065W	tr|A0A099NRU1|A0A099NRU1_PICKU, tr|A0A099P4S9|A0A099P4S9_PICKU, tr|A0A099P7B6|A0A099P7B6_PICKU
OG0000069	YER176W, YOR330C	tr|A0A099NV49|A0A099NV49_PICKU, tr|A0A099NYH9|A0A099NYH9_PICKU, tr|A0A099P277|A0A099P277_PICKU
OG0000070	YFL021W, YJL110C, YKR034W	tr|A0A099NWS6|A0A099NWS6_PICKU, tr|A0A099P6B5|A0A099P6B5_PICKU
OG0000071	YFR040W, YGL229C, YJL098W, YKR028W	tr|A0A099P835|A0A099P835_PICKU
OG0000072	YGR166W	tr|A0A099P341|A0A099P341_PICKU, tr|A0A099P501|A0A099P501_PICKU, tr|A0A099P556|A0A099P556_PICKU, tr|A0A099P5M4|A0A099P5M4_PICKU
OG0000073	YGR201C, YKL081W, YPL048W	tr|A0A099P1K3|A0A099P1K3_PICKU, tr|A0A099P4F4|A0A099P4F4_PICKU
OG0000074	YHR045W, YIL129C	tr|A0A099NU81|A0A099NU81_PICKU, tr|A0A099P186|A0A099P186_PICKU, tr|A0A099P1X3|A0A099P1X3_PICKU
OG0000075	YHR208W, YJR148W, YNL181W	tr|A0A099NSS6|A0A099NSS6_PICKU, tr|A0A099P5V7|A0A099P5V7_PICKU
OG0000076	YIR033W, YKL020C	tr|A0A099NPQ7|A0A099NPQ7_PICKU, tr|A0A099NS94|A0A099NS94_PICKU, tr|A0A099NXV5|A0A099NXV5_PICKU
OG0000077	YKL195W, YKL196C, YLR268W	tr|A0A099NUM7|A0A099NUM7_PICKU, tr|A0A099P0L1|A0A099P0L1_PICKU
OG0000078	YKL220C, YLL051C, YNR060W, YOR381W, YOR384W	
OG0000079	YKL221W	tr|A0A099NTE2|A0A099NTE2_PICKU, tr|A0A099NWW4|A0A099NWW4_PICKU, tr|A0A099NXL4|A0A099NXL4_PICKU, tr|A0A099NZG6|A0A099NZG6_PICKU
OG0000080	YKL222C, YLR266C, YOR162C, YOR172W	tr|A0A099P5C8|A0A099P5C8_PICKU
OG0000081	YKR070W	tr|A0A099NSH2|A0A099NSH2_PICKU, tr|A0A099NTE9|A0A099NTE9_PICKU, tr|A0A099NXJ7|A0A099NXJ7_PICKU, tr|A0A099NZ38|A0A099NZ38_PICKU
OG0000082	YLL057C	tr|A0A099NQP4|A0A099NQP4_PICKU, tr|A0A099NY37|A0A099NY37_PICKU, tr|A0A099NZG1|A0A099NZG1_PICKU, tr|A0A099P0A2|A0A099P0A2_PICKU
OG0000083	YLR156W, YLR157W-D, YLR157W-E, YLR159W, YLR161W	
OG0000084	YML111W, YMR275C, YNR068C, YNR069C	tr|A0A099NPN2|A0A099NPN2_PICKU
OG0000085	YMR029C	tr|A0A099NT06|A0A099NT06_PICKU, tr|A0A099P099|A0A099P099_PICKU, tr|A0A099P218|A0A099P218_PICKU, tr|A0A099P2A1|A0A099P2A1_PICKU
OG0000086	YMR182C, YPL230W	tr|A0A099NRH8|A0A099NRH8_PICKU, tr|A0A099NSU6|A0A099NSU6_PICKU, tr|A0A099P080|A0A099P080_PICKU
OG0000087	YNL007C, YPR061C	tr|A0A099NTA9|A0A099NTA9_PICKU, tr|A0A099NYN3|A0A099NYN3_PICKU, tr|A0A099P147|A0A099P147_PICKU
OG0000088	YOL152W	tr|A0A099NQL1|A0A099NQL1_PICKU, tr|A0A099NRA3|A0A099NRA3_PICKU, tr|A0A099NTI4|A0A099NTI4_PICKU, tr|A0A099NUG0|A0A099NUG0_PICKU
OG0000089	YOR049C	tr|A0A099NS64|A0A099NS64_PICKU, tr|A0A099NU56|A0A099NU56_PICKU, tr|A0A099NXV7|A0A099NXV7_PICKU, tr|A0A099NY73|A0A099NY73_PICKU
OG0000090	YOR153W	tr|A0A099NYB2|A0A099NYB2_PICKU, tr|A0A099NZY8|A0A099NZY8_PICKU, tr|A0A099NZZ4|A0A099NZZ4_PICKU, tr|A0A099P270|A0A099P270_PICKU
OG0000091		tr|A0A099NR96|A0A099NR96_PICKU, tr|A0A099NR99|A0A099NR99_PICKU, tr|A0A099NWV3|A0A099NWV3_PICKU, tr|A0A099NZ59|A0A099NZ59_PICKU, tr|A0A099P2A9|A0A099P2A9_PICKU
OG0000092		tr|A0A099NU14|A0A099NU14_PICKU, tr|A0A099NYW9|A0A099NYW9_PICKU, tr|A0A099P0R2|A0A099P0R2_PICKU, tr|A0A099P7L9|A0A099P7L9_PICKU, tr|A0A099P8E8|A0A099P8E8_PICKU
OG0000093		tr|A0A099NWL9|A0A099NWL9_PICKU, tr|A0A099P0Y4|A0A099P0Y4_PICKU, tr|A0A099P2Y0|A0A099P2Y0_PICKU, tr|A0A099P5G5|A0A099P5G5_PICKU, tr|A0A099P5N4|A0A099P5N4_PICKU
OG0000094		tr|A0A099NKW3|A0A099NKW3_PICKU, tr|A0A099NL84|A0A099NL84_PICKU, tr|A0A099NSF5|A0A099NSF5_PICKU, tr|A0A099NSS8|A0A099NSS8_PICKU, tr|A0A099NTW6|A0A099NTW6_PICKU
OG0000095		tr|A0A099NQQ5|A0A099NQQ5_PICKU, tr|A0A099NTT4|A0A099NTT4_PICKU, tr|A0A099NTT9|A0A099NTT9_PICKU, tr|A0A099NUH4|A0A099NUH4_PICKU, tr|A0A099P0X6|A0A099P0X6_PICKU
OG0000096		tr|A0A099NS23|A0A099NS23_PICKU, tr|A0A099NW55|A0A099NW55_PICKU, tr|A0A099NWP7|A0A099NWP7_PICKU, tr|A0A099NZJ7|A0A099NZJ7_PICKU, tr|A0A099P104|A0A099P104_PICKU
OG0000097		tr|A0A099NU37|A0A099NU37_PICKU, tr|A0A099NUC2|A0A099NUC2_PICKU, tr|A0A099NW14|A0A099NW14_PICKU, tr|A0A099NWD9|A0A099NWD9_PICKU, tr|A0A099P5X1|A0A099P5X1_PICKU
OG0000098	YAL014C, YGL212W	tr|A0A099P2B2|A0A099P2B2_PICKU, tr|A0A099P2V8|A0A099P2V8_PICKU
OG0000099	YAL034C, YOR338W	tr|A0A099NVH1|A0A099NVH1_PICKU, tr|A0A099P4Y0|A0A099P4Y0_PICKU
OG0000100	YAL049C	tr|A0A099NYD6|A0A099NYD6_PICKU, tr|A0A099NZN5|A0A099NZN5_PICKU, tr|A0A099P5Z2|A0A099P5Z2_PICKU
OG0000101	YAL056W, YOR371C	tr|A0A099NUS6|A0A099NUS6_PICKU, tr|A0A099NUT9|A0A099NUT9_PICKU
OG0000102	YAR042W, YDL019C	tr|A0A099NTF7|A0A099NTF7_PICKU, tr|A0A099NW05|A0A099NW05_PICKU
OG0000103	YAR066W, YHR214W, YIL169C, YOL155C	
OG0000104	YBR015C, YJL186W	tr|A0A099NST6|A0A099NST6_PICKU, tr|A0A099NXY5|A0A099NXY5_PICKU
OG0000105	YBR036C, YML018C	tr|A0A099NY99|A0A099NY99_PICKU, tr|A0A099P7P6|A0A099P7P6_PICKU
OG0000106	YBR049C, YDR026C	tr|A0A099NV37|A0A099NV37_PICKU, tr|A0A099NWK0|A0A099NWK0_PICKU
OG0000107	YBR067C	tr|A0A099NV24|A0A099NV24_PICKU, tr|A0A099NXE8|A0A099NXE8_PICKU, tr|A0A099P711|A0A099P711_PICKU
OG0000108	YBR081C	tr|A0A099NRB0|A0A099NRB0_PICKU, tr|A0A099NS81|A0A099NS81_PICKU, tr|A0A099P680|A0A099P680_PICKU
OG0000109	YBR089C-A, YDL002C, YPR052C	tr|A0A099NXP6|A0A099NXP6_PICKU
OG0000110	YBR091C, YHR005C-A	tr|A0A099NW30|A0A099NW30_PICKU, tr|A0A099NW35|A0A099NW35_PICKU
OG0000111	YBR115C	tr|A0A099NSC0|A0A099NSC0_PICKU, tr|A0A099P441|A0A099P441_PICKU, tr|A0A099P4V2|A0A099P4V2_PICKU
OG0000112	YBR241C, YCR023C, YGL104C	tr|A0A099P245|A0A099P245_PICKU
OG0000113	YBR273C, YJL048C	tr|A0A099NSH7|A0A099NSH7_PICKU, tr|A0A099NU48|A0A099NU48_PICKU
OG0000114	YBR294W, YLR092W	tr|A0A099P1G2|A0A099P1G2_PICKU, tr|A0A099P9H7|A0A099P9H7_PICKU
OG0000115	YBR297W, YFL052W, YGR288W, YPR196W	
OG0000116	YBR298C, YDL247W, YGR289C, YJR160C	
OG0000117	YCL001W-A, YCL001W-B, YNL001W	tr|A0A099P033|A0A099P033_PICKU
OG0000118	YCL037C, YDL051W, YDR515W	tr|A0A099P432|A0A099P432_PICKU
OG0000119	YCL051W, YDR528W	tr|A0A099NTN9|A0A099NTN9_PICKU, tr|A0A099NTP4|A0A099NTP4_PICKU
OG0000120	YCR032W	tr|A0A099NSF1|A0A099NSF1_PICKU, tr|A0A099NTT7|A0A099NTT7_PICKU, tr|A0A099P641|A0A099P641_PICKU
OG0000121	YCR067C, YNR026C	tr|A0A099NT19|A0A099NT19_PICKU, tr|A0A099P192|A0A099P192_PICKU
OG0000122	YCR073W-A, YNR034W	tr|A0A099P0G7|A0A099P0G7_PICKU, tr|A0A099P276|A0A099P276_PICKU
OG0000123	YCR089W, YDR134C, YLR110C, YNR044W	
OG0000124	YCR094W, YNR048W	tr|A0A099NUT8|A0A099NUT8_PICKU, tr|A0A099NUW7|A0A099NUW7_PICKU
